gene	orthogroup	ref_sps	relative_age	outgroup_sps
Cowc|CAOG_03237T1	OG0001155	Hsap	13.0	Hsap,Atha
Ttra|AMSG_02002T0	OG0001155	Hsap	13.0	Hsap,Atha
Lgig|LotgiT118703	OG0001155	Hsap	13.0	Hsap,Atha
Ncra|EFNCRT00000008043	OG0001155	Hsap	13.0	Hsap,Atha
Dmel|FBtr0089462	OG0001155	Hsap	13.0	Hsap,Atha
Nvec|EDO44821	OG0001155	Hsap	13.0	Hsap,Atha
Nvec|EDO44820	OG0001155	Hsap	13.0	Hsap,Atha
Bnat|JGI_V11_131897	OG0001155	Hsap	13.0	Hsap,Atha
Ddis|DDB0206443	OG0001155	Hsap	13.0	Hsap,Atha
Bnat|JGI_V11_86909	OG0001155	Hsap	13.0	Hsap,Atha
Esil|Esi0056_0036.1	OG0001155	Hsap	13.0	Hsap,Atha
Skow|rna15652	OG0001155	Hsap	13.0	Hsap,Atha
Bnat|JGI_V11_87477	OG0001155	Hsap	13.0	Hsap,Atha
Ppat|PP1S16_248V6.1	OG0001155	Hsap	13.0	Hsap,Atha
Spom|SPAC3G9.12.1	OG0001155	Hsap	13.0	Hsap,Atha
Skow|rna19212	OG0001155	Hsap	13.0	Hsap,Atha
Ppat|PP1S55_289V6.1	OG0001155	Hsap	13.0	Hsap,Atha
Hsap|ENST00000359576	OG0001155	Hsap	13.0	Hsap,Atha
Esil|Esi0048_0057.1	OG0001155	Hsap	13.0	Hsap,Atha
Cneo|CNAG_02997T0	OG0001155	Hsap	13.0	Hsap,Atha
Cfra|CFRG4795T1	OG0001155	Hsap	13.0	Hsap,Atha
Spun|SPPG_06615T0	OG0001155	Hsap	13.0	Hsap,Atha
Crei|EDP00130	OG0001155	Hsap	13.0	Hsap,Atha
Pinf|PITG_05233T0	OG0001155	Hsap	13.0	Hsap,Atha
Sarc|SARC_13920T0	OG0001155	Hsap	13.0	Hsap,Atha
Sarc|SARC_04178T0	OG0001155	Hsap	13.0	Hsap,Atha
Cint|ENSCINT00000004069	OG0001155	Hsap	13.0	Hsap,Atha
Tthe|EAS07455	OG0001155	Hsap	13.0	Hsap,Atha
Ttra|AMSG_02011T0	OG0001155	Hsap	13.0	Hsap,Atha
Ppat|PP1S8_91V6.1	OG0001155	Hsap	13.0	Hsap,Atha
Pinf|PITG_15899T0	OG0001155	Hsap	13.0	Hsap,Atha
Tthe|EAR96378	OG0001155	Hsap	13.0	Hsap,Atha
Gpro|mRNA_15981	OG0001155	Hsap	13.0	Hsap,Atha
Cfra|CFRG0898T1	OG0001156	Hsap	13.0	Hsap,Atha
Ppat|PP1S74_197V6.1	OG0001156	Hsap	13.0	Hsap,Atha
Atha|AT1G54260.1	OG0001156	Hsap	13.0	Hsap,Atha
Cint|ENSCINT00000008461	OG0001156	Hsap	13.0	Hsap,Atha
Cvar|estExt_fgenesh3_pg.C_130097	OG0001156	Hsap	13.0	Hsap,Atha
Atha|AT5G03780.1	OG0001156	Hsap	13.0	Hsap,Atha
Atha|AT1G72740.1	OG0001156	Hsap	13.0	Hsap,Atha
Bnat|JGI_V11_134898	OG0001156	Hsap	13.0	Hsap,Atha
Cint|ENSCINT00000025631	OG0001156	Hsap	13.0	Hsap,Atha
Atha|AT5G58340.2	OG0001156	Hsap	13.0	Hsap,Atha
Acas|ELR17181	OG0001156	Hsap	13.0	Hsap,Atha
Atha|AT1G01150.1	OG0001156	Hsap	13.0	Hsap,Atha
Nk52|evm9s2579	OG0001156	Hsap	13.0	Hsap,Atha
Gpro|mRNA_3956	OG0001156	Hsap	13.0	Hsap,Atha
Atha|AT1G06910.1	OG0001156	Hsap	13.0	Hsap,Atha
Falb|H696_01552T0	OG0001156	Hsap	13.0	Hsap,Atha
Aque|PAC15719649	OG0001156	Hsap	13.0	Hsap,Atha
Bnat|JGI_V11_86064	OG0001156	Hsap	13.0	Hsap,Atha
Ppat|PP1S176_113V6.2	OG0001156	Hsap	13.0	Hsap,Atha
Crei|EDP01141	OG0001156	Hsap	13.0	Hsap,Atha
Tadh|TriadT28428	OG0001156	Hsap	13.0	Hsap,Atha
Acas|ELR15429	OG0001156	Hsap	13.0	Hsap,Atha
Bnat|JGI_V11_67987	OG0001156	Hsap	13.0	Hsap,Atha
Ppat|PP1S1_349V6.1	OG0001156	Hsap	13.0	Hsap,Atha
Nk52|evm9s136	OG0001156	Hsap	13.0	Hsap,Atha
Ncra|EFNCRT00000001078	OG0001156	Hsap	13.0	Hsap,Atha
Atha|AT2G37025.2	OG0001156	Hsap	13.0	Hsap,Atha
Bnat|JGI_V11_88367	OG0001156	Hsap	13.0	Hsap,Atha
Clim|evm20s99	OG0001156	Hsap	13.0	Hsap,Atha
Ngru|EFC36687	OG0001156	Hsap	13.0	Hsap,Atha
Nvec|EDO49284	OG0001156	Hsap	13.0	Hsap,Atha
Cowc|CAOG_05071T0	OG0001156	Hsap	13.0	Hsap,Atha
Cvar|IGS.gm_16_00276	OG0001156	Hsap	13.0	Hsap,Atha
Hsap|ENST00000254942	OG0001156	Hsap	13.0	Hsap,Atha
Bnat|JGI_V11_76983	OG0001156	Hsap	13.0	Hsap,Atha
Ppat|PP1S91_241V6.1	OG0001156	Hsap	13.0	Hsap,Atha
Aque|PAC15722617	OG0001156	Hsap	13.0	Hsap,Atha
Nk52|evm6s696	OG0001156	Hsap	13.0	Hsap,Atha
Atha|AT4G12670.1	OG0001156	Hsap	13.0	Hsap,Atha
Cint|ENSCINT00000033292	OG0001156	Hsap	13.0	Hsap,Atha
Atha|AT1G17460.2	OG0001156	Hsap	13.0	Hsap,Atha
Atha|AT1G72650.2	OG0001156	Hsap	13.0	Hsap,Atha
Atha|AT5G67580.2	OG0001156	Hsap	13.0	Hsap,Atha
Skow|rna14036	OG0001156	Hsap	13.0	Hsap,Atha
Nk52|evm9s299	OG0001156	Hsap	13.0	Hsap,Atha
Bnat|JGI_V11_76275	OG0001156	Hsap	13.0	Hsap,Atha
Atha|AT1G15720.1	OG0001156	Hsap	13.0	Hsap,Atha
Pinf|PITG_05595T0	OG0001156	Hsap	13.0	Hsap,Atha
Mlei|ML05509a-RA	OG0001156	Hsap	13.0	Hsap,Atha
Ttra|AMSG_04107T0	OG0001156	Hsap	13.0	Hsap,Atha
Sarc|SARC_06760T0	OG0001156	Hsap	13.0	Hsap,Atha
Sros|EGD76198	OG0001156	Hsap	13.0	Hsap,Atha
Atha|AT1G49950.3	OG0001156	Hsap	13.0	Hsap,Atha
Pinf|PITG_05149T0	OG0001156	Hsap	13.0	Hsap,Atha
Hsap|ENST00000276603	OG0001156	Hsap	13.0	Hsap,Atha
Cowc|CAOG_07935T0	OG0001156	Hsap	13.0	Hsap,Atha
Cvar|estExt_fgenesh3_pg.C_10363	OG0001156	Hsap	13.0	Hsap,Atha
Esil|Esi0019_0062.1	OG0001156	Hsap	13.0	Hsap,Atha
Atha|AT1G17520.1	OG0001156	Hsap	13.0	Hsap,Atha
Bnat|JGI_V11_76227	OG0001156	Hsap	13.0	Hsap,Atha
Atha|AT3G49850.1	OG0001156	Hsap	13.0	Hsap,Atha
Aipt|AIPGENE26072	OG0001156	Hsap	13.0	Hsap,Atha
Crei|EDP04225	OG0001156	Hsap	13.0	Hsap,Atha
Spom|SPAC13G7.10.1	OG0001156	Hsap	13.0	Hsap,Atha
Ppat|PP1S176_88V6.2	OG0001156	Hsap	13.0	Hsap,Atha
Aipt|AIPGENE18135	OG0001157	Hsap	13.0	Hsap,Atha
Aque|PAC15703973	OG0001157	Hsap	13.0	Hsap,Atha
Aque|PAC15706130	OG0001157	Hsap	13.0	Hsap,Atha
Tthe|EAR90520	OG0001157	Hsap	13.0	Hsap,Atha
Nvec|EDO25584	OG0001157	Hsap	13.0	Hsap,Atha
Nvec|EDO26080	OG0001157	Hsap	13.0	Hsap,Atha
Acas|ELR19639	OG0001157	Hsap	13.0	Hsap,Atha
Aque|PAC15705031	OG0001157	Hsap	13.0	Hsap,Atha
Ddis|DDB0201570	OG0001157	Hsap	13.0	Hsap,Atha
Cvar|IGS.gm_5_00531	OG0001157	Hsap	13.0	Hsap,Atha
Falb|H696_00628T0	OG0001157	Hsap	13.0	Hsap,Atha
Nvec|EDO29249	OG0001157	Hsap	13.0	Hsap,Atha
Spun|SPPG_02987T0	OG0001157	Hsap	13.0	Hsap,Atha
Acas|ELR13884	OG0001157	Hsap	13.0	Hsap,Atha
Sros|EGD75706	OG0001157	Hsap	13.0	Hsap,Atha
Ocar|g4912	OG0001157	Hsap	13.0	Hsap,Atha
Aque|PAC15702810	OG0001157	Hsap	13.0	Hsap,Atha
Nvec|EDO27444	OG0001157	Hsap	13.0	Hsap,Atha
Nvec|EDO25379	OG0001157	Hsap	13.0	Hsap,Atha
Ngru|EFC43329	OG0001157	Hsap	13.0	Hsap,Atha
Tthe|EAR94163	OG0001157	Hsap	13.0	Hsap,Atha
Cvar|estExt_fgenesh3_pg.C_200044	OG0001157	Hsap	13.0	Hsap,Atha
Aque|PAC15711219	OG0001157	Hsap	13.0	Hsap,Atha
Ppat|PP1S110_81V6.1	OG0001157	Hsap	13.0	Hsap,Atha
Nvec|EDO25822	OG0001157	Hsap	13.0	Hsap,Atha
Ppat|PP1S18_59V6.1	OG0001157	Hsap	13.0	Hsap,Atha
Aque|PAC15704621	OG0001157	Hsap	13.0	Hsap,Atha
Aque|PAC15708715	OG0001157	Hsap	13.0	Hsap,Atha
Ngru|EFC49097	OG0001157	Hsap	13.0	Hsap,Atha
Bnat|JGI_V11_144700	OG0001157	Hsap	13.0	Hsap,Atha
Aque|PAC15709712	OG0001157	Hsap	13.0	Hsap,Atha
Ttra|AMSG_12106T0	OG0001157	Hsap	13.0	Hsap,Atha
Ppat|PP1S10959_1V6.1	OG0001157	Hsap	13.0	Hsap,Atha
Ppat|PP1S9515_1V6.1	OG0001157	Hsap	13.0	Hsap,Atha
Aque|PAC15701951	OG0001157	Hsap	13.0	Hsap,Atha
Atha|AT1G65410.1	OG0001157	Hsap	13.0	Hsap,Atha
Falb|H696_02905T0	OG0001157	Hsap	13.0	Hsap,Atha
Nvec|EDO25929	OG0001157	Hsap	13.0	Hsap,Atha
Aque|PAC15710002	OG0001157	Hsap	13.0	Hsap,Atha
Nvec|EDO25928	OG0001157	Hsap	13.0	Hsap,Atha
Aque|PAC15708146	OG0001157	Hsap	13.0	Hsap,Atha
Ocar|g11088	OG0001157	Hsap	13.0	Hsap,Atha
Aque|PAC15707430	OG0001157	Hsap	13.0	Hsap,Atha
Aque|PAC15706427	OG0001157	Hsap	13.0	Hsap,Atha
Ppal|EFA82791	OG0001157	Hsap	13.0	Hsap,Atha
Spun|SPPG_02924T0	OG0001157	Hsap	13.0	Hsap,Atha
Ddis|DDB0191241	OG0001157	Hsap	13.0	Hsap,Atha
Ppat|PP1S44_263V6.1	OG0001157	Hsap	13.0	Hsap,Atha
Ppal|EFA84749	OG0001157	Hsap	13.0	Hsap,Atha
Sarc|SARC_18206T0	OG0001157	Hsap	13.0	Hsap,Atha
Bnat|JGI_V11_39487	OG0001157	Hsap	13.0	Hsap,Atha
Aque|PAC15708534	OG0001157	Hsap	13.0	Hsap,Atha
Tadh|TriadT9728	OG0001157	Hsap	13.0	Hsap,Atha
Acas|ELR17305	OG0001157	Hsap	13.0	Hsap,Atha
Aque|PAC15706617	OG0001157	Hsap	13.0	Hsap,Atha
Ppat|PP1S2552_2V6.1	OG0001157	Hsap	13.0	Hsap,Atha
Ppat|PP1S1825_2V6.1	OG0001157	Hsap	13.0	Hsap,Atha
Aque|PAC15703802	OG0001157	Hsap	13.0	Hsap,Atha
Nvec|EDO28007	OG0001157	Hsap	13.0	Hsap,Atha
Nvec|EDO26024	OG0001157	Hsap	13.0	Hsap,Atha
Nvec|EDO25338	OG0001157	Hsap	13.0	Hsap,Atha
Nk52|evm1s2093	OG0001157	Hsap	13.0	Hsap,Atha
Aque|PAC15706568	OG0001157	Hsap	13.0	Hsap,Atha
Crei|EDP08170	OG0001157	Hsap	13.0	Hsap,Atha
Aque|PAC15711314	OG0001157	Hsap	13.0	Hsap,Atha
Ppal|EFA75594	OG0001158	Hsap	13.0	Hsap,Atha
Pinf|PITG_05846T0	OG0001158	Hsap	13.0	Hsap,Atha
Pinf|PITG_15679T0	OG0001158	Hsap	13.0	Hsap,Atha
Mbre|EDQ89949	OG0001158	Hsap	13.0	Hsap,Atha
Ppal|EFA86639	OG0001158	Hsap	13.0	Hsap,Atha
Ppal|EFA75596	OG0001158	Hsap	13.0	Hsap,Atha
Ppat|PP1S87_175V6.3	OG0001158	Hsap	13.0	Hsap,Atha
Clim|evm7s243	OG0001158	Hsap	13.0	Hsap,Atha
Ddis|DDB0205728	OG0001158	Hsap	13.0	Hsap,Atha
Pinf|PITG_15732T0	OG0001158	Hsap	13.0	Hsap,Atha
Pinf|PITG_15728T0	OG0001158	Hsap	13.0	Hsap,Atha
Cint|ENSCINT00000024797	OG0001158	Hsap	13.0	Hsap,Atha
Ppal|EFA81399	OG0001158	Hsap	13.0	Hsap,Atha
Ddis|DDB0187750	OG0001158	Hsap	13.0	Hsap,Atha
Esil|Esi0053_0078.1	OG0001158	Hsap	13.0	Hsap,Atha
Hsap|ENST00000337179	OG0001158	Hsap	13.0	Hsap,Atha
Spom|SPAC13G6.14.1	OG0001158	Hsap	13.0	Hsap,Atha
Nk52|evm4s259	OG0001158	Hsap	13.0	Hsap,Atha
Aque|PAC15722463	OG0001158	Hsap	13.0	Hsap,Atha
Ppal|EFA83692	OG0001158	Hsap	13.0	Hsap,Atha
Pinf|PITG_06535T0	OG0001158	Hsap	13.0	Hsap,Atha
Atha|AT3G26690.2	OG0001158	Hsap	13.0	Hsap,Atha
Ddis|DDB0238677	OG0001158	Hsap	13.0	Hsap,Atha
Nvec|EDO40923	OG0001158	Hsap	13.0	Hsap,Atha
Ppal|EFA86657	OG0001158	Hsap	13.0	Hsap,Atha
Atha|AT3G12600.1	OG0001158	Hsap	13.0	Hsap,Atha
Cfra|CFRG5455T1	OG0001158	Hsap	13.0	Hsap,Atha
Atha|AT1G14860.1	OG0001158	Hsap	13.0	Hsap,Atha
Ppal|EFA86656	OG0001158	Hsap	13.0	Hsap,Atha
Tadh|TriadT57972	OG0001158	Hsap	13.0	Hsap,Atha
Skow|rna22927	OG0001158	Hsap	13.0	Hsap,Atha
Atha|AT1G12880.1	OG0001158	Hsap	13.0	Hsap,Atha
Ncra|EFNCRT00000001683	OG0001158	Hsap	13.0	Hsap,Atha
Gpro|mRNA_13078	OG0001158	Hsap	13.0	Hsap,Atha
Sarc|SARC_09588T0	OG0001158	Hsap	13.0	Hsap,Atha
Acas|ELR23330	OG0001158	Hsap	13.0	Hsap,Atha
Clim|evm7s48	OG0001158	Hsap	13.0	Hsap,Atha
Atha|AT2G01670.1	OG0001158	Hsap	13.0	Hsap,Atha
Ppal|EFA81398	OG0001158	Hsap	13.0	Hsap,Atha
Ppal|EFA86635	OG0001158	Hsap	13.0	Hsap,Atha
Aque|PAC15722452	OG0001158	Hsap	13.0	Hsap,Atha
Sros|EGD76555	OG0001158	Hsap	13.0	Hsap,Atha
Ppal|EFA86640	OG0001158	Hsap	13.0	Hsap,Atha
Cowc|CAOG_04180T0	OG0001158	Hsap	13.0	Hsap,Atha
Hsap|ENST00000607016	OG0001158	Hsap	13.0	Hsap,Atha
Crei|EDP07665	OG0001158	Hsap	13.0	Hsap,Atha
Cint|ENSCINT00000031856	OG0001158	Hsap	13.0	Hsap,Atha
Aipt|AIPGENE28152	OG0001158	Hsap	13.0	Hsap,Atha
Pinf|PITG_19405T0	OG0001158	Hsap	13.0	Hsap,Atha
Pinf|PITG_06308T0	OG0001158	Hsap	13.0	Hsap,Atha
Spun|SPPG_04404T0	OG0001158	Hsap	13.0	Hsap,Atha
Nk52|evm39s359	OG0001158	Hsap	13.0	Hsap,Atha
Ppal|EFA84810	OG0001158	Hsap	13.0	Hsap,Atha
Ppat|PP1S80_141V6.1	OG0001158	Hsap	13.0	Hsap,Atha
Pinf|PITG_15726T0	OG0001158	Hsap	13.0	Hsap,Atha
Atha|AT1G73540.1	OG0001158	Hsap	13.0	Hsap,Atha
Cowc|CAOG_08552T0	OG0001158	Hsap	13.0	Hsap,Atha
Dmel|FBtr0076252	OG0001158	Hsap	13.0	Hsap,Atha
Gpro|mRNA_10701	OG0001158	Hsap	13.0	Hsap,Atha
Lgig|LotgiT121057	OG0001158	Hsap	13.0	Hsap,Atha
Pinf|PITG_11952T0	OG0001158	Hsap	13.0	Hsap,Atha
Cvar|estExt_Genewise1Plus.C_20489	OG0001158	Hsap	13.0	Hsap,Atha
Mver|MVEG_11671T0	OG0001158	Hsap	13.0	Hsap,Atha
Ttra|AMSG_04216T0	OG0001158	Hsap	13.0	Hsap,Atha
Atha|AT1G18300.1	OG0001158	Hsap	13.0	Hsap,Atha
Ngru|EFC46648	OG0001159	Hsap	13.0	Hsap,Atha
Cneo|CNAG_00418T0	OG0001159	Hsap	13.0	Hsap,Atha
Ihof|evm16s22	OG0001159	Hsap	13.0	Hsap,Atha
Aipt|AIPGENE20630	OG0001159	Hsap	13.0	Hsap,Atha
Ocar|g10556	OG0001159	Hsap	13.0	Hsap,Atha
Esil|Esi0175_0026.1	OG0001159	Hsap	13.0	Hsap,Atha
Ocar|g6333	OG0001159	Hsap	13.0	Hsap,Atha
Nk52|evm63s236	OG0001159	Hsap	13.0	Hsap,Atha
Nvec|EDO45117	OG0001159	Hsap	13.0	Hsap,Atha
Nvec|EDO37850	OG0001159	Hsap	13.0	Hsap,Atha
Aipt|AIPGENE15700	OG0001159	Hsap	13.0	Hsap,Atha
Pinf|PITG_17516T0	OG0001159	Hsap	13.0	Hsap,Atha
Nvec|EDO37825	OG0001159	Hsap	13.0	Hsap,Atha
Hsap|ENST00000372213	OG0001159	Hsap	13.0	Hsap,Atha
Bnat|JGI_V11_47902	OG0001159	Hsap	13.0	Hsap,Atha
Aque|PAC15720606	OG0001159	Hsap	13.0	Hsap,Atha
Tgon|TGME49_040690	OG0001159	Hsap	13.0	Hsap,Atha
Mbre|EDQ86189	OG0001159	Hsap	13.0	Hsap,Atha
Mver|MVEG_11376T0	OG0001159	Hsap	13.0	Hsap,Atha
Lgig|LotgiT226189	OG0001159	Hsap	13.0	Hsap,Atha
Hsap|ENST00000306434	OG0001159	Hsap	13.0	Hsap,Atha
Aipt|AIPGENE20636	OG0001159	Hsap	13.0	Hsap,Atha
Sros|EGD78000	OG0001159	Hsap	13.0	Hsap,Atha
Tthe|EAS03064	OG0001159	Hsap	13.0	Hsap,Atha
Atha|AT2G36880.2	OG0001159	Hsap	13.0	Hsap,Atha
Ngru|EFC35259	OG0001159	Hsap	13.0	Hsap,Atha
Ppat|PP1S244_65V6.2	OG0001159	Hsap	13.0	Hsap,Atha
Ncra|EFNCRT00000002178	OG0001159	Hsap	13.0	Hsap,Atha
Aipt|AIPGENE7778	OG0001159	Hsap	13.0	Hsap,Atha
Ihof|evm13s67	OG0001159	Hsap	13.0	Hsap,Atha
Acas|ELR12657	OG0001159	Hsap	13.0	Hsap,Atha
Spun|SPPG_04101T0	OG0001159	Hsap	13.0	Hsap,Atha
Aque|PAC15728136	OG0001159	Hsap	13.0	Hsap,Atha
Lgig|LotgiT141813	OG0001159	Hsap	13.0	Hsap,Atha
Gpro|mRNA_10471	OG0001159	Hsap	13.0	Hsap,Atha
Cfra|CFRG6891T1	OG0001159	Hsap	13.0	Hsap,Atha
Cfra|CFRG6892T1	OG0001159	Hsap	13.0	Hsap,Atha
Nvec|EDO26870	OG0001159	Hsap	13.0	Hsap,Atha
Spom|SPBC14F5.05c.1	OG0001159	Hsap	13.0	Hsap,Atha
Falb|H696_03928T0	OG0001159	Hsap	13.0	Hsap,Atha
Clim|evm1s146	OG0001159	Hsap	13.0	Hsap,Atha
Skow|rna18905	OG0001159	Hsap	13.0	Hsap,Atha
Crei|EDP08638	OG0001159	Hsap	13.0	Hsap,Atha
Atha|AT1G02500.2	OG0001159	Hsap	13.0	Hsap,Atha
Cvar|IGS.gm_9_00053	OG0001159	Hsap	13.0	Hsap,Atha
Aipt|AIPGENE7798	OG0001159	Hsap	13.0	Hsap,Atha
Atha|AT4G01850.2	OG0001159	Hsap	13.0	Hsap,Atha
Sarc|SARC_07943T0	OG0001159	Hsap	13.0	Hsap,Atha
Atha|AT3G17390.1	OG0001159	Hsap	13.0	Hsap,Atha
Tadh|TriadT64181	OG0001159	Hsap	13.0	Hsap,Atha
Ngru|EFC41818	OG0001159	Hsap	13.0	Hsap,Atha
Mlei|ML018020a-RA	OG0001159	Hsap	13.0	Hsap,Atha
Ddis|DDB0230070	OG0001159	Hsap	13.0	Hsap,Atha
Cint|ENSCINT00000016717	OG0001159	Hsap	13.0	Hsap,Atha
Ocar|g7771	OG0001159	Hsap	13.0	Hsap,Atha
Ppal|EFA84075	OG0001159	Hsap	13.0	Hsap,Atha
Ppat|PP1S109_127V6.1	OG0001159	Hsap	13.0	Hsap,Atha
Skow|rna18904	OG0001159	Hsap	13.0	Hsap,Atha
Dmel|FBtr0089437	OG0001159	Hsap	13.0	Hsap,Atha
Mver|MVEG_05190T0	OG0001159	Hsap	13.0	Hsap,Atha
Cowc|CAOG_01700T0	OG0001159	Hsap	13.0	Hsap,Atha
Skow|rna14983	OG0001159	Hsap	13.0	Hsap,Atha
Ppat|PP1S244_74V6.1	OG0001159	Hsap	13.0	Hsap,Atha
Ppat|PP1S244_70V6.1	OG0001159	Hsap	13.0	Hsap,Atha
Ttra|AMSG_06698T0	OG0001159	Hsap	13.0	Hsap,Atha
Ttra|AMSG_09601T0	OG0001160	Hsap	13.0	Hsap,Atha
Nvec|EDO43458	OG0001160	Hsap	13.0	Hsap,Atha
Cowc|CAOG_00758T0	OG0001160	Hsap	13.0	Hsap,Atha
Hsap|ENST00000262919	OG0001160	Hsap	13.0	Hsap,Atha
Dmel|FBtr0335247	OG0001160	Hsap	13.0	Hsap,Atha
Lgig|LotgiT174753	OG0001160	Hsap	13.0	Hsap,Atha
Cint|ENSCINT00000010457	OG0001160	Hsap	13.0	Hsap,Atha
Sros|EGD76834	OG0001160	Hsap	13.0	Hsap,Atha
Cint|ENSCINT00000013249	OG0001160	Hsap	13.0	Hsap,Atha
Falb|H696_02071T0	OG0001160	Hsap	13.0	Hsap,Atha
Mbre|EDQ89881	OG0001160	Hsap	13.0	Hsap,Atha
Ocar|g1486	OG0001160	Hsap	13.0	Hsap,Atha
Esil|Esi0142_0056.1	OG0001160	Hsap	13.0	Hsap,Atha
Ocar|g1487	OG0001160	Hsap	13.0	Hsap,Atha
Nk52|evm6s331	OG0001160	Hsap	13.0	Hsap,Atha
Aipt|AIPGENE13817	OG0001160	Hsap	13.0	Hsap,Atha
Aipt|AIPGENE7245	OG0001160	Hsap	13.0	Hsap,Atha
Esil|Esi0046_0088.1	OG0001160	Hsap	13.0	Hsap,Atha
Skow|rna11050	OG0001160	Hsap	13.0	Hsap,Atha
Skow|rna11051	OG0001160	Hsap	13.0	Hsap,Atha
Cint|ENSCINT00000031387	OG0001160	Hsap	13.0	Hsap,Atha
Ttra|AMSG_10877T0	OG0001160	Hsap	13.0	Hsap,Atha
Skow|rna8340	OG0001160	Hsap	13.0	Hsap,Atha
Cint|ENSCINT00000010460	OG0001160	Hsap	13.0	Hsap,Atha
Ttra|AMSG_10710T0	OG0001160	Hsap	13.0	Hsap,Atha
Cint|ENSCINT00000025317	OG0001160	Hsap	13.0	Hsap,Atha
Sros|EGD72476	OG0001160	Hsap	13.0	Hsap,Atha
Lgig|LotgiT145046	OG0001160	Hsap	13.0	Hsap,Atha
Acas|ELR24127	OG0001160	Hsap	13.0	Hsap,Atha
Cowc|CAOG_07456T2	OG0001160	Hsap	13.0	Hsap,Atha
Aipt|AIPGENE19364	OG0001160	Hsap	13.0	Hsap,Atha
Cowc|CAOG_01988T0	OG0001160	Hsap	13.0	Hsap,Atha
Ocar|g8636	OG0001160	Hsap	13.0	Hsap,Atha
Hsap|ENST00000251268	OG0001160	Hsap	13.0	Hsap,Atha
Ocar|g8637	OG0001160	Hsap	13.0	Hsap,Atha
Nk52|evm6s2356	OG0001160	Hsap	13.0	Hsap,Atha
Mlei|ML04262a-RA	OG0001160	Hsap	13.0	Hsap,Atha
Mlei|ML04261a-RA	OG0001160	Hsap	13.0	Hsap,Atha
Tadh|TriadT55971	OG0001160	Hsap	13.0	Hsap,Atha
Ttra|AMSG_01607T0	OG0001160	Hsap	13.0	Hsap,Atha
Sarc|SARC_14529T0	OG0001160	Hsap	13.0	Hsap,Atha
Dmel|FBtr0344788	OG0001160	Hsap	13.0	Hsap,Atha
Ppal|EFA82753	OG0001160	Hsap	13.0	Hsap,Atha
Skow|rna32568	OG0001160	Hsap	13.0	Hsap,Atha
Clim|evm98s153	OG0001160	Hsap	13.0	Hsap,Atha
Aipt|AIPGENE13920	OG0001160	Hsap	13.0	Hsap,Atha
Tadh|TriadT58623	OG0001160	Hsap	13.0	Hsap,Atha
Tadh|TriadT58624	OG0001160	Hsap	13.0	Hsap,Atha
Lgig|LotgiT174752	OG0001160	Hsap	13.0	Hsap,Atha
Aque|PAC15726702	OG0001160	Hsap	13.0	Hsap,Atha
Skow|rna23452	OG0001160	Hsap	13.0	Hsap,Atha
Mbre|EDQ86704	OG0001160	Hsap	13.0	Hsap,Atha
Aque|PAC15719657	OG0001160	Hsap	13.0	Hsap,Atha
Mlei|ML258254a-RA	OG0001160	Hsap	13.0	Hsap,Atha
Ttra|AMSG_06399T0	OG0001160	Hsap	13.0	Hsap,Atha
Mver|MVEG_10756T0	OG0001160	Hsap	13.0	Hsap,Atha
Lgig|LotgiT108840	OG0001160	Hsap	13.0	Hsap,Atha
Skow|rna22801	OG0001160	Hsap	13.0	Hsap,Atha
Hsap|ENST00000355044	OG0001160	Hsap	13.0	Hsap,Atha
Cfra|CFRG6997T1	OG0001160	Hsap	13.0	Hsap,Atha
Nvec|EDO36874	OG0001160	Hsap	13.0	Hsap,Atha
Crei|EDP06976	OG0001160	Hsap	13.0	Hsap,Atha
Sarc|SARC_12341T0	OG0001160	Hsap	13.0	Hsap,Atha
Ihof|evm1s318	OG0001160	Hsap	13.0	Hsap,Atha
Ihof|evm1s1153	OG0001160	Hsap	13.0	Hsap,Atha
Sarc|SARC_14543T0	OG0001161	Hsap	13.0	Hsap,Atha
Sros|EGD82098	OG0001161	Hsap	13.0	Hsap,Atha
Bnat|JGI_V11_70968	OG0001161	Hsap	13.0	Hsap,Atha
Cfra|CFRG3209T1	OG0001161	Hsap	13.0	Hsap,Atha
Cvar|IGS.gm_22_00157	OG0001161	Hsap	13.0	Hsap,Atha
Sarc|SARC_13842T0	OG0001161	Hsap	13.0	Hsap,Atha
Clim|evm37s191	OG0001161	Hsap	13.0	Hsap,Atha
Nvec|EDO38370	OG0001161	Hsap	13.0	Hsap,Atha
Cneo|CNAG_01276T0	OG0001161	Hsap	13.0	Hsap,Atha
Skow|rna17234	OG0001161	Hsap	13.0	Hsap,Atha
Cint|ENSCINT00000035783	OG0001161	Hsap	13.0	Hsap,Atha
Ngru|EFC43370	OG0001161	Hsap	13.0	Hsap,Atha
Ppat|PP1S61_278V6.1	OG0001161	Hsap	13.0	Hsap,Atha
Aipt|AIPGENE5796	OG0001161	Hsap	13.0	Hsap,Atha
Tadh|TriadT31729	OG0001161	Hsap	13.0	Hsap,Atha
Tgon|TGME49_109400	OG0001161	Hsap	13.0	Hsap,Atha
Spom|SPCC5E4.06.1	OG0001161	Hsap	13.0	Hsap,Atha
Mbre|EDQ92843	OG0001161	Hsap	13.0	Hsap,Atha
Lgig|LotgiT137540	OG0001161	Hsap	13.0	Hsap,Atha
Crei|EDP00589	OG0001161	Hsap	13.0	Hsap,Atha
