node	og	cluster	og_cluster
Anofar_Anofar_AFAF013459-RA	OG0000137	1	OG0000137_1
Anofar_Anofar_AFAF014833-RA	OG0000137	1	OG0000137_1
Anofun_Anofun_AFUN007068-RA	OG0000137	0	OG0000137_0
Anofun_Anofun_AFUN008622-RA	OG0000137	1	OG0000137_1
Anogam_Anogam_AGAP010806-RA	OG0000137		OG0000137_nan
Anogam_Anogam_AGAP013190-RA	OG0000137	0	OG0000137_0
Anogam_Anogam_AGAP028501-RA	OG0000137	1	OG0000137_1
Anomac_Anomac_AMAM002878-RA	OG0000137	1	OG0000137_1
Anomac_Anomac_AMAM005748-RA	OG0000137	1	OG0000137_1
Anomac_Anomac_AMAM008774-RA	OG0000137		OG0000137_nan
Anomac_Anomac_AMAM012419-RA	OG0000137	0	OG0000137_0
Anomin_Anomin_AMIN003979-RA	OG0000137	0	OG0000137_0
Anomin_Anomin_AMIN016069-RB	OG0000137	1	OG0000137_1
Anomin_Anomin_AMIN016070-RA	OG0000137	1	OG0000137_1
Anosin_Anosin_ASIS005232-RA	OG0000137	0	OG0000137_0
Anosin_Anosin_ASIS010501-RA	OG0000137	1	OG0000137_1
Anoste_Anoste_ASTEI04070-RA	OG0000137	0	OG0000137_0
Anoste_Anoste_ASTEI08420-RA	OG0000137	1	OG0000137_1
Anoalb_Anoalb_AALB002854-RA	OG0000138		OG0000138_nan
Anoalb_Anoalb_AALB002855-RA	OG0000138	0	OG0000138_0
Anoatr_Anoatr_AATE011003-RA	OG0000138	0	OG0000138_0
Anoatr_Anoatr_AATE014561-RA	OG0000138	0	OG0000138_0
Anoatr_Anoatr_AATE018564-RA	OG0000138	0	OG0000138_0
Anochr_Anochr_ACHR009931-RA	OG0000138	0	OG0000138_0
Anocul_Anocul_ACUA005835-RA	OG0000138	0	OG0000138_0
Anocul_Anocul_ACUA018497-RA	OG0000138	0	OG0000138_0
Anodar_Anodar_ADAC006211-RA	OG0000138	0	OG0000138_0
Anodir_Anodir_ADIR003293-RA	OG0000138	0	OG0000138_0
Anodir_Anodir_ADIR010509-RA	OG0000138	0	OG0000138_0
Anoepi_Anoepi_AEPI001254-RA	OG0000138	0	OG0000138_0
Anoepi_Anoepi_AEPI001296-RA	OG0000138	0	OG0000138_0
Anoepi_Anoepi_AEPI001297-RA	OG0000138	0	OG0000138_0
Anofar_Anofar_AFAF000521-RA	OG0000138	0	OG0000138_0
Anofar_Anofar_AFAF004670-RA	OG0000138	0	OG0000138_0
Anofar_Anofar_AFAF009063-RA	OG0000138	0	OG0000138_0
Anofar_Anofar_AFAF010292-RA	OG0000138	0	OG0000138_0
Anofun_Anofun_AFUN010944-RA	OG0000138	0	OG0000138_0
Anofun_Anofun_AFUN011149-RA	OG0000138	0	OG0000138_0
Anofun_Anofun_AFUN011150-RA	OG0000138	0	OG0000138_0
Anofun_Anofun_AFUN011158-RA	OG0000138	0	OG0000138_0
Anogam_Anogam_AGAP003082-RA	OG0000138	0	OG0000138_0
Anogam_Anogam_AGAP003083-RA	OG0000138	0	OG0000138_0
Anogam_Anogam_AGAP012620-RA	OG0000138	0	OG0000138_0
Anogam_Anogam_AGAP013368-RA	OG0000138	0	OG0000138_0
Anomac_Anomac_AMAM005468-RA	OG0000138	0	OG0000138_0
Anomac_Anomac_AMAM009318-RA	OG0000138	0	OG0000138_0
Anomac_Anomac_AMAM015785-RA	OG0000138	0	OG0000138_0
Anomac_Anomac_AMAM016578-RA	OG0000138	0	OG0000138_0
Anomin_Anomin_AMIN003787-RA	OG0000138	0	OG0000138_0
Anosin_Anosin_ASIS000908-RA	OG0000138	0	OG0000138_0
Anosin_Anosin_ASIS005851-RA	OG0000138	0	OG0000138_0
Anosin_Anosin_ASIS010880-RA	OG0000138	0	OG0000138_0
Anosin_Anosin_ASIS012196-RA	OG0000138	0	OG0000138_0
Anosin_Anosin_ASIS022625-RA	OG0000138	0	OG0000138_0
Anoste_Anoste_ASTEI00285-RA	OG0000138	0	OG0000138_0
Anoalb_Anoalb_AALB004221-RA	OG0000139		OG0000139_nan
Anoalb_Anoalb_AALB005018-RA	OG0000139	2	OG0000139_2
Anoalb_Anoalb_AALB005019-RA	OG0000139		OG0000139_nan
Anoalb_Anoalb_AALB005021-RA	OG0000139	1	OG0000139_1
Anoatr_Anoatr_AATE001420-RA	OG0000139	0	OG0000139_0
Anocul_Anocul_ACUA000843-RA	OG0000139	0	OG0000139_0
Anocul_Anocul_ACUA007916-RA	OG0000139	0	OG0000139_0
Anocul_Anocul_ACUA019241-RA	OG0000139	0	OG0000139_0
Anodar_Anodar_ADAC002338-RA	OG0000139	1	OG0000139_1
Anodar_Anodar_ADAC003595-RA	OG0000139	0	OG0000139_0
Anodar_Anodar_ADAC004418-RA	OG0000139	2	OG0000139_2
Anodar_Anodar_ADAC006368-RA	OG0000139	0	OG0000139_0
Anodar_Anodar_ADAC100441-RA	OG0000139		OG0000139_nan
Anodir_Anodir_ADIR007846-RA	OG0000139	0	OG0000139_0
Anodir_Anodir_ADIR007847-RA	OG0000139	0	OG0000139_0
Anodir_Anodir_ADIR007858-RA	OG0000139	0	OG0000139_0
Anodir_Anodir_ADIR007869-RA	OG0000139	0	OG0000139_0
Anodir_Anodir_ADIR015931-RA	OG0000139	0	OG0000139_0
Anoepi_Anoepi_AEPI015389-RA	OG0000139	0	OG0000139_0
Anofar_Anofar_AFAF005616-RA	OG0000139	0	OG0000139_0
Anofar_Anofar_AFAF007474-RA	OG0000139	0	OG0000139_0
Anofar_Anofar_AFAF009836-RA	OG0000139	0	OG0000139_0
Anofar_Anofar_AFAF016856-RA	OG0000139	0	OG0000139_0
Anofun_Anofun_AFUN000279-RA	OG0000139	0	OG0000139_0
Anofun_Anofun_AFUN000288-RA	OG0000139	0	OG0000139_0
Anofun_Anofun_AFUN000597-RA	OG0000139	0	OG0000139_0
Anogam_Anogam_AGAP007033-RA	OG0000139	0	OG0000139_0
Anogam_Anogam_AGAP007035-RA	OG0000139	0	OG0000139_0
Anogam_Anogam_AGAP007036-RA	OG0000139	0	OG0000139_0
Anomac_Anomac_AMAM010211-RA	OG0000139	0	OG0000139_0
Anomac_Anomac_AMAM017066-RA	OG0000139	0	OG0000139_0
Anomin_Anomin_AMIN011133-RA	OG0000139	0	OG0000139_0
Anomin_Anomin_AMIN016045-RA	OG0000139	0	OG0000139_0
Anomin_Anomin_AMIN016047-RA	OG0000139	0	OG0000139_0
Anosin_Anosin_ASIS019338-RA	OG0000139	0	OG0000139_0
Anosin_Anosin_ASIS022062-RA	OG0000139	0	OG0000139_0
Anoste_Anoste_ASTEI02571-RA	OG0000139	0	OG0000139_0
Anoalb_Anoalb_AALB005882-RA	OG0000140		OG0000140_nan
Anoalb_Anoalb_AALB006361-RA	OG0000140	0	OG0000140_0
Anoalb_Anoalb_AALB007773-RA	OG0000140		OG0000140_nan
Anoatr_Anoatr_AATE000573-RA	OG0000140	3	OG0000140_3
Anoatr_Anoatr_AATE006610-RA	OG0000140	4	OG0000140_4
Anoatr_Anoatr_AATE007676-RA	OG0000140	0	OG0000140_0
Anochr_Anochr_ACHR008666-RA	OG0000140	0	OG0000140_0
Anocul_Anocul_ACUA016650-RA	OG0000140	2	OG0000140_2
Anocul_Anocul_ACUA019482-RA	OG0000140	0	OG0000140_0
Anodar_Anodar_ADAC000557-RA	OG0000140		OG0000140_nan
Anodar_Anodar_ADAC004431-RA	OG0000140	0	OG0000140_0
Anodir_Anodir_ADIR000854-RA	OG0000140		OG0000140_nan
Anodir_Anodir_ADIR001296-RA	OG0000140	0	OG0000140_0
Anodir_Anodir_ADIR001632-RA	OG0000140	4	OG0000140_4
Anoepi_Anoepi_AEPI008040-RA	OG0000140	0	OG0000140_0
Anoepi_Anoepi_AEPI008803-RA	OG0000140	1	OG0000140_1
Anofar_Anofar_AFAF002404-RA	OG0000140	0	OG0000140_0
Anofar_Anofar_AFAF003225-RA	OG0000140		OG0000140_nan
Anofar_Anofar_AFAF006705-RA	OG0000140	4	OG0000140_4
Anofar_Anofar_AFAF020564-RA	OG0000140	1	OG0000140_1
Anofun_Anofun_AFUN000708-RA	OG0000140	2	OG0000140_2
Anofun_Anofun_AFUN001050-RA	OG0000140	1	OG0000140_1
Anofun_Anofun_AFUN006236-RA	OG0000140	0	OG0000140_0
Anogam_Anogam_AGAP000719-RA	OG0000140	1	OG0000140_1
Anogam_Anogam_AGAP000792-RA	OG0000140	0	OG0000140_0
Anomac_Anomac_AMAM005703-RA	OG0000140	0	OG0000140_0
Anomac_Anomac_AMAM019983-RA	OG0000140	2	OG0000140_2
Anomin_Anomin_AMIN002010-RA	OG0000140	0	OG0000140_0
Anomin_Anomin_AMIN004616-RA	OG0000140	2	OG0000140_2
Anomin_Anomin_AMIN005179-RA	OG0000140	2	OG0000140_2
Anosin_Anosin_ASIS002540-RA	OG0000140	4	OG0000140_4
Anosin_Anosin_ASIS013307-RA	OG0000140	3	OG0000140_3
Anosin_Anosin_ASIS022773-RA	OG0000140	0	OG0000140_0
Anoste_Anoste_ASTEI01127-RA	OG0000140	0	OG0000140_0
Anoste_Anoste_ASTEI04438-RA	OG0000140	2	OG0000140_2
Anoste_Anoste_ASTEI09187-RA	OG0000140		OG0000140_nan
Anoste_Anoste_ASTEI11640-RA	OG0000140		OG0000140_nan
Anoalb_Anoalb_AALB006148-RA	OG0000141		OG0000141_nan
Anoalb_Anoalb_AALB006149-RA	OG0000141	0	OG0000141_0
Anoatr_Anoatr_AATE002990-RA	OG0000141	0	OG0000141_0
Anoatr_Anoatr_AATE009742-RA	OG0000141	0	OG0000141_0
Anochr_Anochr_ACHR008381-RA	OG0000141	0	OG0000141_0
Anochr_Anochr_ACHR009840-RA	OG0000141	0	OG0000141_0
Anocul_Anocul_ACUA002169-RA	OG0000141	0	OG0000141_0
Anocul_Anocul_ACUA007252-RA	OG0000141	0	OG0000141_0
Anocul_Anocul_ACUA021423-RA	OG0000141	0	OG0000141_0
Anodar_Anodar_ADAC002708-RA	OG0000141	0	OG0000141_0
Anodir_Anodir_ADIR007974-RA	OG0000141	0	OG0000141_0
Anodir_Anodir_ADIR014671-RA	OG0000141	0	OG0000141_0
Anoepi_Anoepi_AEPI000798-RA	OG0000141	0	OG0000141_0
Anofar_Anofar_AFAF012059-RA	OG0000141	0	OG0000141_0
Anofun_Anofun_AFUN006606-RA	OG0000141	0	OG0000141_0
Anofun_Anofun_AFUN006741-RA	OG0000141	0	OG0000141_0
Anofun_Anofun_AFUN008263-RA	OG0000141	0	OG0000141_0
Anofun_Anofun_AFUN008264-RA	OG0000141	0	OG0000141_0
Anogam_Anogam_AGAP006193-RA	OG0000141	0	OG0000141_0
Anogam_Anogam_AGAP006194-RA	OG0000141	0	OG0000141_0
Anogam_Anogam_AGAP006195-RA	OG0000141	0	OG0000141_0
Anogam_Anogam_AGAP006196-RA	OG0000141	0	OG0000141_0
Anogam_Anogam_AGAP006197-RA	OG0000141	0	OG0000141_0
Anogam_Anogam_AGAP006198-RA	OG0000141	0	OG0000141_0
Anogam_Anogam_AGAP006199-RA	OG0000141	0	OG0000141_0
Anogam_Anogam_AGAP006200-RA	OG0000141	0	OG0000141_0
Anogam_Anogam_AGAP006201-RA	OG0000141	0	OG0000141_0
Anogam_Anogam_AGAP008648-RA	OG0000141	0	OG0000141_0
Anomac_Anomac_AMAM006028-RA	OG0000141	0	OG0000141_0
Anomac_Anomac_AMAM015693-RA	OG0000141	0	OG0000141_0
Anomin_Anomin_AMIN011325-RA	OG0000141	0	OG0000141_0
Anosin_Anosin_ASIS003929-RA	OG0000141	0	OG0000141_0
Anosin_Anosin_ASIS019835-RA	OG0000141	0	OG0000141_0
Anosin_Anosin_ASIS022110-RA	OG0000141	0	OG0000141_0
Anoste_Anoste_ASTEI09099-RA	OG0000141	0	OG0000141_0
Anoste_Anoste_ASTEI09914-RA	OG0000141	0	OG0000141_0
Anoste_Anoste_ASTEI11666-RA	OG0000141	0	OG0000141_0
Anoalb_Anoalb_AALB003898-RA	OG0000142		OG0000142_nan
Anoalb_Anoalb_AALB003899-RA	OG0000142	1	OG0000142_1
Anoatr_Anoatr_AATE001877-RA	OG0000142	3	OG0000142_3
Anoatr_Anoatr_AATE006708-RA	OG0000142	1	OG0000142_1
Anoatr_Anoatr_AATE010815-RA	OG0000142	2	OG0000142_2
Anochr_Anochr_ACHR001364-RA	OG0000142	1	OG0000142_1
Anochr_Anochr_ACHR001365-RA	OG0000142	0	OG0000142_0
Anocul_Anocul_ACUA000791-RA	OG0000142	0	OG0000142_0
Anocul_Anocul_ACUA010335-RA	OG0000142	1	OG0000142_1
Anocul_Anocul_ACUA020702-RA	OG0000142	2	OG0000142_2
Anodar_Anodar_ADAC000258-RA	OG0000142		OG0000142_nan
Anodar_Anodar_ADAC000261-RA	OG0000142	2	OG0000142_2
Anodar_Anodar_ADAC000262-RA	OG0000142	1	OG0000142_1
Anodir_Anodir_ADIR011631-RA	OG0000142	2	OG0000142_2
Anodir_Anodir_ADIR011633-RA	OG0000142	1	OG0000142_1
Anodir_Anodir_ADIR011634-RA	OG0000142		OG0000142_nan
Anoepi_Anoepi_AEPI010585-RA	OG0000142	0	OG0000142_0
Anofar_Anofar_AFAF007130-RA	OG0000142	1	OG0000142_1
Anofar_Anofar_AFAF008377-RA	OG0000142	2	OG0000142_2
Anofar_Anofar_AFAF011604-RA	OG0000142	0	OG0000142_0
Anofun_Anofun_AFUN002625-RA	OG0000142	2	OG0000142_2
Anofun_Anofun_AFUN002627-RA	OG0000142	1	OG0000142_1
Anofun_Anofun_AFUN002628-RA	OG0000142	0	OG0000142_0
Anogam_Anogam_AGAP010398-RA	OG0000142	0	OG0000142_0
Anogam_Anogam_AGAP010399-RA	OG0000142	1	OG0000142_1
Anogam_Anogam_AGAP010401-RA	OG0000142	2	OG0000142_2
Anomac_Anomac_AMAM013962-RA	OG0000142	2	OG0000142_2
Anomac_Anomac_AMAM014650-RA	OG0000142	4	OG0000142_4
Anomac_Anomac_AMAM021876-RA	OG0000142	1	OG0000142_1
Anomin_Anomin_AMIN006597-RA	OG0000142	0	OG0000142_0
Anomin_Anomin_AMIN006598-RA	OG0000142	1	OG0000142_1
Anomin_Anomin_AMIN006599-RA	OG0000142	2	OG0000142_2
Anosin_Anosin_ASIS008732-RA	OG0000142	2	OG0000142_2
Anosin_Anosin_ASIS009068-RA	OG0000142	3	OG0000142_3
Anosin_Anosin_ASIS021448-RA	OG0000142	1	OG0000142_1
Anoste_Anoste_ASTEI06761-RA	OG0000142	4	OG0000142_4
Anoste_Anoste_ASTEI06762-RA	OG0000142	1	OG0000142_1
Anoalb_Anoalb_AALB006939-RA	OG0000143	0	OG0000143_0
Anoatr_Anoatr_AATE005107-RA	OG0000143	0	OG0000143_0
Anoatr_Anoatr_AATE005618-RA	OG0000143	0	OG0000143_0
Anoatr_Anoatr_AATE014201-RA	OG0000143	0	OG0000143_0
Anoatr_Anoatr_AATE015036-RA	OG0000143	0	OG0000143_0
Anocul_Anocul_ACUA010086-RA	OG0000143	0	OG0000143_0
Anocul_Anocul_ACUA011802-RA	OG0000143	0	OG0000143_0
Anocul_Anocul_ACUA016063-RA	OG0000143	0	OG0000143_0
Anodar_Anodar_ADAC000512-RA	OG0000143	0	OG0000143_0
Anodar_Anodar_ADAC002966-RA	OG0000143	0	OG0000143_0
Anodir_Anodir_ADIR001281-RA	OG0000143	0	OG0000143_0
Anodir_Anodir_ADIR001282-RA	OG0000143	0	OG0000143_0
Anodir_Anodir_ADIR001283-RA	OG0000143	0	OG0000143_0
Anoepi_Anoepi_AEPI010724-RA	OG0000143	0	OG0000143_0
Anoepi_Anoepi_AEPI010725-RA	OG0000143	0	OG0000143_0
Anofun_Anofun_AFUN006828-RA	OG0000143	0	OG0000143_0
Anofun_Anofun_AFUN006829-RA	OG0000143	0	OG0000143_0
Anofun_Anofun_AFUN006830-RA	OG0000143	0	OG0000143_0
Anofun_Anofun_AFUN006831-RA	OG0000143	0	OG0000143_0
Anofun_Anofun_AFUN006842-RA	OG0000143	0	OG0000143_0
Anofun_Anofun_AFUN006843-RA	OG0000143	0	OG0000143_0
Anogam_Anogam_AGAP000641-RA	OG0000143	0	OG0000143_0
Anogam_Anogam_AGAP000642-RA	OG0000143	0	OG0000143_0
Anogam_Anogam_AGAP000643-RA	OG0000143	0	OG0000143_0
Anogam_Anogam_AGAP000644-RA	OG0000143	0	OG0000143_0
Anomac_Anomac_AMAM001762-RA	OG0000143	0	OG0000143_0
Anomac_Anomac_AMAM021347-RA	OG0000143	0	OG0000143_0
Anomin_Anomin_AMIN005712-RA	OG0000143	0	OG0000143_0
Anomin_Anomin_AMIN005724-RA	OG0000143	0	OG0000143_0
Anomin_Anomin_AMIN005725-RA	OG0000143	0	OG0000143_0
Anomin_Anomin_AMIN005726-RA	OG0000143	0	OG0000143_0
Anosin_Anosin_ASIS004016-RA	OG0000143	0	OG0000143_0
Anosin_Anosin_ASIS017001-RA	OG0000143	0	OG0000143_0
Anoste_Anoste_ASTEI06245-RA	OG0000143	0	OG0000143_0
Anoste_Anoste_ASTEI06246-RA	OG0000143	0	OG0000143_0
Anoste_Anoste_ASTEI11214-RA	OG0000143	0	OG0000143_0
Anoste_Anoste_ASTEI11215-RA	OG0000143	0	OG0000143_0
Anoalb_Anoalb_AALB005170-RA	OG0000144	3	OG0000144_3
Anoalb_Anoalb_AALB007909-RA	OG0000144		OG0000144_nan
Anoatr_Anoatr_AATE009474-RA	OG0000144	3	OG0000144_3
Anoatr_Anoatr_AATE014533-RA	OG0000144	1	OG0000144_1
Anoatr_Anoatr_AATE020864-RA	OG0000144		OG0000144_nan
Anochr_Anochr_ACHR000056-RA	OG0000144	2	OG0000144_2
Anochr_Anochr_ACHR001426-RA	OG0000144	3	OG0000144_3
Anocul_Anocul_ACUA007311-RA	OG0000144	3	OG0000144_3
Anocul_Anocul_ACUA010290-RA	OG0000144	2	OG0000144_2
Anocul_Anocul_ACUA010997-RA	OG0000144	1	OG0000144_1
Anocul_Anocul_ACUA012488-RA	OG0000144	4	OG0000144_4
Anocul_Anocul_ACUA016989-RA	OG0000144	1	OG0000144_1
Anodar_Anodar_ADAC005702-RA	OG0000144	3	OG0000144_3
Anodar_Anodar_ADAC010496-RA	OG0000144	1	OG0000144_1
Anodar_Anodar_ADAC010498-RA	OG0000144		OG0000144_nan
Anodir_Anodir_ADIR007192-RA	OG0000144	3	OG0000144_3
Anodir_Anodir_ADIR009694-RA	OG0000144	0	OG0000144_0
Anoepi_Anoepi_AEPI002978-RA	OG0000144	1	OG0000144_1
Anoepi_Anoepi_AEPI009145-RA	OG0000144	3	OG0000144_3
Anofar_Anofar_AFAF013053-RA	OG0000144	1	OG0000144_1
Anofar_Anofar_AFAF018625-RA	OG0000144	3	OG0000144_3
Anofun_Anofun_AFUN001031-RA	OG0000144	3	OG0000144_3
Anofun_Anofun_AFUN002198-RA	OG0000144	1	OG0000144_1
Anogam_Anogam_AGAP007523-RB	OG0000144	3	OG0000144_3
Anogam_Anogam_AGAP010147-RK	OG0000144	1	OG0000144_1
Anomac_Anomac_AMAM005991-RA	OG0000144	4	OG0000144_4
Anomac_Anomac_AMAM009761-RA	OG0000144	1	OG0000144_1
Anomac_Anomac_AMAM013007-RA	OG0000144	0	OG0000144_0
Anomac_Anomac_AMAM023106-RA	OG0000144	3	OG0000144_3
Anomin_Anomin_AMIN007227-RA	OG0000144	1	OG0000144_1
Anomin_Anomin_AMIN010404-RA	OG0000144	3	OG0000144_3
Anosin_Anosin_ASIS001596-RA	OG0000144	1	OG0000144_1
Anosin_Anosin_ASIS010873-RA	OG0000144	3	OG0000144_3
Anosin_Anosin_ASIS020308-RA	OG0000144		OG0000144_nan
Anoste_Anoste_ASTEI01433-RA	OG0000144	3	OG0000144_3
Anoste_Anoste_ASTEI08311-RA	OG0000144		OG0000144_nan
Anoalb_Anoalb_AALB000612-RA	OG0000145	0	OG0000145_0
Anoalb_Anoalb_AALB001069-RA	OG0000145		OG0000145_nan
Anoatr_Anoatr_AATE002169-RA	OG0000145	0	OG0000145_0
Anoatr_Anoatr_AATE007992-RA	OG0000145	0	OG0000145_0
Anoatr_Anoatr_AATE009683-RA	OG0000145	0	OG0000145_0
Anoatr_Anoatr_AATE012493-RA	OG0000145	0	OG0000145_0
Anodar_Anodar_ADAC002155-RA	OG0000145	0	OG0000145_0
Anodar_Anodar_ADAC009139-RA	OG0000145	0	OG0000145_0
Anodir_Anodir_ADIR000645-RA	OG0000145	0	OG0000145_0
Anofar_Anofar_AFAF012622-RA	OG0000145	0	OG0000145_0
Anofun_Anofun_AFUN008905-RA	OG0000145	0	OG0000145_0
Anofun_Anofun_AFUN008906-RA	OG0000145	0	OG0000145_0
Anofun_Anofun_AFUN008923-RA	OG0000145	0	OG0000145_0
Anofun_Anofun_AFUN012020-RA	OG0000145	0	OG0000145_0
Anogam_Anogam_AGAP008451-RA	OG0000145	0	OG0000145_0
Anogam_Anogam_AGAP008452-RA	OG0000145	0	OG0000145_0
Anogam_Anogam_AGAP008453-RA	OG0000145	0	OG0000145_0
Anogam_Anogam_AGAP008456-RA	OG0000145	0	OG0000145_0
Anogam_Anogam_AGAP008457-RA	OG0000145	0	OG0000145_0
Anogam_Anogam_AGAP008461-RA	OG0000145	0	OG0000145_0
Anogam_Anogam_AGAP008462-RA	OG0000145	0	OG0000145_0
Anogam_Anogam_AGAP008463-RA	OG0000145	0	OG0000145_0
Anogam_Anogam_AGAP008479-RA	OG0000145	0	OG0000145_0
Anogam_Anogam_AGAP008480-RA	OG0000145	0	OG0000145_0
Anogam_Anogam_AGAP028098-RA	OG0000145	0	OG0000145_0
Anomin_Anomin_AMIN009818-RA	OG0000145	0	OG0000145_0
Anosin_Anosin_ASIS018664-RA	OG0000145	0	OG0000145_0
Anoste_Anoste_ASTEI03721-RA	OG0000145	0	OG0000145_0
Anoste_Anoste_ASTEI11102-RA	OG0000145	0	OG0000145_0
Anoste_Anoste_ASTEI11589-RA	OG0000145	0	OG0000145_0
Anoste_Anoste_ASTEI11641-RA	OG0000145	0	OG0000145_0
Anoste_Anoste_ASTEI11679-RA	OG0000145	0	OG0000145_0
Anoste_Anoste_ASTEI11690-RA	OG0000145	0	OG0000145_0
Anoste_Anoste_ASTEI11701-RA	OG0000145	0	OG0000145_0
Anoste_Anoste_ASTEI11717-RA	OG0000145	0	OG0000145_0
Anoste_Anoste_ASTEI11775-RA	OG0000145	0	OG0000145_0
Anoalb_Anoalb_AALB000509-RA	OG0000146		OG0000146_nan
Anoalb_Anoalb_AALB004216-RA	OG0000146	1	OG0000146_1
Anoalb_Anoalb_AALB006399-RA	OG0000146	0	OG0000146_0
Anoatr_Anoatr_AATE012311-RA	OG0000146	0	OG0000146_0
Anoatr_Anoatr_AATE017704-RA	OG0000146	3	OG0000146_3
Anoatr_Anoatr_AATE018952-RA	OG0000146	1	OG0000146_1
Anochr_Anochr_ACHR004040-RA	OG0000146	1	OG0000146_1
Anochr_Anochr_ACHR006625-RA	OG0000146	0	OG0000146_0
Anocul_Anocul_ACUA008171-RA	OG0000146	1	OG0000146_1
Anocul_Anocul_ACUA009447-RA	OG0000146	2	OG0000146_2
Anocul_Anocul_ACUA013144-RA	OG0000146	0	OG0000146_0
Anodar_Anodar_ADAC002226-RA	OG0000146	1	OG0000146_1
Anodar_Anodar_ADAC003911-RA	OG0000146	0	OG0000146_0
Anodar_Anodar_ADAC010247-RA	OG0000146		OG0000146_nan
Anodir_Anodir_ADIR001142-RA	OG0000146	0	OG0000146_0
Anodir_Anodir_ADIR008737-RA	OG0000146	1	OG0000146_1
Anoepi_Anoepi_AEPI006358-RA	OG0000146	1	OG0000146_1
Anoepi_Anoepi_AEPI007667-RA	OG0000146	0	OG0000146_0
Anoepi_Anoepi_AEPI011284-RA	OG0000146	2	OG0000146_2
Anofar_Anofar_AFAF009075-RA	OG0000146	0	OG0000146_0
Anofar_Anofar_AFAF015856-RA	OG0000146	1	OG0000146_1
Anofun_Anofun_AFUN007441-RA	OG0000146	1	OG0000146_1
Anogam_Anogam_AGAP000935-RA	OG0000146	0	OG0000146_0
Anogam_Anogam_AGAP001767-RA	OG0000146	2	OG0000146_2
Anogam_Anogam_AGAP005558-RA	OG0000146	1	OG0000146_1
Anomac_Anomac_AMAM004756-RA	OG0000146	2	OG0000146_2
Anomac_Anomac_AMAM013478-RA	OG0000146	1	OG0000146_1
Anomac_Anomac_AMAM017773-RA	OG0000146	0	OG0000146_0
Anomin_Anomin_AMIN015625-RA	OG0000146	0	OG0000146_0
Anomin_Anomin_AMIN015647-RA	OG0000146	1	OG0000146_1
Anosin_Anosin_ASIS005786-RA	OG0000146	1	OG0000146_1
Anosin_Anosin_ASIS011964-RA	OG0000146	3	OG0000146_3
Anosin_Anosin_ASIS012502-RA	OG0000146	0	OG0000146_0
Anoste_Anoste_ASTEI00486-RA	OG0000146	2	OG0000146_2
Anoste_Anoste_ASTEI02163-RA	OG0000146	1	OG0000146_1
Anoste_Anoste_ASTEI03504-RA	OG0000146	0	OG0000146_0
Anoalb_Anoalb_AALB000163-RA	OG0000147		OG0000147_nan
Anoalb_Anoalb_AALB002587-RA	OG0000147	2	OG0000147_2
Anoatr_Anoatr_AATE002328-RA	OG0000147	2	OG0000147_2
Anoatr_Anoatr_AATE020709-RA	OG0000147	0	OG0000147_0
Anochr_Anochr_ACHR003343-RA	OG0000147	0	OG0000147_0
Anochr_Anochr_ACHR006619-RA	OG0000147	2	OG0000147_2
Anocul_Anocul_ACUA001327-RA	OG0000147	2	OG0000147_2
Anocul_Anocul_ACUA010424-RA	OG0000147	1	OG0000147_1
Anocul_Anocul_ACUA010440-RA	OG0000147	0	OG0000147_0
Anodar_Anodar_ADAC006145-RA	OG0000147	2	OG0000147_2
Anodar_Anodar_ADAC009431-RA	OG0000147		OG0000147_nan
Anodir_Anodir_ADIR010717-RA	OG0000147	2	OG0000147_2
Anodir_Anodir_ADIR011170-RA	OG0000147	1	OG0000147_1
Anodir_Anodir_ADIR011171-RA	OG0000147	0	OG0000147_0
Anoepi_Anoepi_AEPI004680-RA	OG0000147		OG0000147_nan
Anoepi_Anoepi_AEPI004771-RA	OG0000147	2	OG0000147_2
Anofar_Anofar_AFAF012024-RA	OG0000147	1	OG0000147_1
Anofar_Anofar_AFAF016562-RA	OG0000147	2	OG0000147_2
Anofun_Anofun_AFUN000528-RA	OG0000147	1	OG0000147_1
Anofun_Anofun_AFUN005114-RA	OG0000147	2	OG0000147_2
Anogam_Anogam_AGAP003359-RA	OG0000147	2	OG0000147_2
Anogam_Anogam_AGAP008251-RA	OG0000147		OG0000147_nan
Anogam_Anogam_AGAP012474-RA	OG0000147	0	OG0000147_0
Anomac_Anomac_AMAM005013-RA	OG0000147	2	OG0000147_2
Anomac_Anomac_AMAM012879-RA	OG0000147	2	OG0000147_2
Anomac_Anomac_AMAM013105-RA	OG0000147	2	OG0000147_2
Anomac_Anomac_AMAM013537-RA	OG0000147	1	OG0000147_1
Anomac_Anomac_AMAM022544-RA	OG0000147	0	OG0000147_0
Anomin_Anomin_AMIN003052-RA	OG0000147	2	OG0000147_2
Anomin_Anomin_AMIN006038-RA	OG0000147	1	OG0000147_1
Anosin_Anosin_ASIS004194-RA	OG0000147	2	OG0000147_2
Anosin_Anosin_ASIS009496-RA	OG0000147	2	OG0000147_2
Anosin_Anosin_ASIS013157-RA	OG0000147	0	OG0000147_0
Anoste_Anoste_ASTEI00602-RA	OG0000147	2	OG0000147_2
Anoste_Anoste_ASTEI00603-RA	OG0000147	2	OG0000147_2
Anoste_Anoste_ASTEI03022-RA	OG0000147	1	OG0000147_1
Anoalb_Anoalb_AALB001954-RA	OG0000148		OG0000148_nan
