node	cluster
Smoe_XP_002962407	27
Mlei_ML056953a	27
Crev_25774	27
Clim_g610	27
Ocar_g9304_t1	27
Lgig_175490	27
Mvib_comp3625_c0_seq1_fr6	27
Smoe_XP_002963921	27
Cele_C26E6_9c	27
Scil_54447	27
Ngru_XP_002683109	27
Cang_102567	27
Ppal_EFA75361_1	27
Nspp_552_fr5	27
Ihof_3741	27
Acas_g15151	27
Spur_XP_003727587	27
Ptri_XP_002184116	27
Umay_XP_758824	27
Cfra_6039T1	27
Ehux_311470	27
Cowc_CAOG_03580	27
Amac_13344	27
Amac_13595	27
Spun_SPPG_04443	27
Sbic_08g002530	27
Ihof_9721	27
Pbla_Phybl2_34196	27
Tmel_XP_002840838	27
Hsap_ENSP00000267197	27
Ppat_XP_001771062	27
Ptri_XP_002184115	27
Pbla_Phybl2_20422	27
Ncra_1100NCU01206	27
Rory_5510	27
Ctel_150651	27
Smoe_XP_002965618	27
Ehux_206556	27
Atha_AT5G42400	27
Ddis_XP_636258	27
Acas_g11544	27
Hmag_XP_002161122	27
Hsap_ENSP00000262519	27
Ccin_CC1G_15535	27
Bden_Batde5_35515	27
Fgra_FGSG_07445	27
Ppat_XP_001768289	27
Lgig_138486	27
Sros_PTSG_11893	27
Umar_174815	27
Dmel_FBpp0112592	27
Mver_03320	27
Lgig_175732	27
Cneo_XP_570558	27
Rfil_3789713_2s	27
Cint_ENSCINP00000011316	27
Sarc_SARC_05279	27
Crei_XP_001701518	28
Cfra_6425T1	28
Nspp_21466_fr4	28
Rfil_110236_1c	28
Tpse_XP_002293109	28
Glam_XP_001707862	28
Nspp_22980_fr5	28
Vcar_XP_002953101	28
Cpar_2580Contig15015	29
Ccin_CC1G_14984	29
Cmer_CMQ156C	29
Pinf_XP_002899517	29
Scil_111041	29
Sarc_SARC_14258	29
Rfil_3757546_5s1f1	29
Gthe_139254	29
Pinf_XP_002899451	29
Ecun_XP_955728	29
Tthe_XP_001017546	29
Pisp_20568	29
Scil_108301	29
Pisp_9162	29
Ttra_AMSG_09360	29
Rfil_3385791_2s	29
Rfil_27068_8c	29
Pyez_46867_g10259	29
Pinf_XP_002899518	29
Esil_CBJ26466	29
Pyez_42793_g9647	29
Cneo_XP_567801	29
Rirr_342509	29
Bsal_BS57140	30
Ehux_448796	30
Umay_XP_758615	30
Nspp_11197_fr2	30
Mpus_Micpu57921	30
Tcru_XP_821968	30
Cneo_XP_569210	30
Lmaj_XP_001681739	30
Ehux_449359	30
Ccin_CC1G_05287	30
Apar_comp18491_c0_seq1_fr5	30
Tcru_XP_815712	30
Tcru_XP_822054	31
Mver_00548	31
Umar_220360	31
Amac_04388	31
Spun_SPPG_03192	31
Mver_03338	31
Rirr_72238	31
Tcru_XP_810972	31
Gpro_135584	31
Lmaj_XP_001683140	31
Apar_comp19575_c0_seq1_fr6	31
Gpro_54135	31
Ppal_EFA84886_1	31
Ddis_XP_635865	31
Acas_g1251	31
Cowc_CAOG_03801	31
Ccor_78081	31
Dmel_FBpp0075717	31
Ihof_3148	31
Apar_comp22662_c0_seq1_fr6	31
Bnat_78102	32
Aano_F0XWV4	32
Ehux_57610	32
Ehux_47083	32
Tthe_XP_001015055	33
Ptet_A0ECS5_A0ECS5	33
Mgut_mgv1a005196m	33
Sbic_09g030160	33
Mgut_mgv1a024773m	33
Bdis_2g14720	33
Smoe_XP_002994017	33
Ptet_A0DV50_A0DV50	33
Ppat_XP_001771149	33
Acoe_002_01301	33
Bnat_91950	33
Smoe_XP_002987941	33
Ptet_A0EI13_A0EI13	33
Atha_AT4G20130	33
Ccin_CC1G_15570	34
Ccin_CC1G_07521	34
Cfra_5926T1	34
Cvar_EFN53641	34
Ihof_8584	34
Ccin_CC1G_07522	34
Cowc_CAOG_03954	34
Spun_SPPG_00764	34
Ccin_CC1G_03976	34
Esil_CBJ31723	34
Mpus_Micpu58454	34
Ccin_CC1G_03986	34
Sarc_SARC_01700	34
Gthe_164767	34
Ccin_CC1G_11459	34
Apar_comp17667_c0_seq1_fr5	34
Ccin_CC1G_11463	34
Mlei_ML12425a	34
Sagg_93319	34
Pinf_XP_002998487	34
Mbre_XP_001748272	34
Vcar_XP_002949278	34
Ppat_XP_001758194	35
Mvib_comp7241_c1_seq1_fr4	35
Ccin_CC1G_15023	35
Smoe_XP_002960348	35
Gthe_100566	35
Vcar_XP_002950723	35
Ngad_05719	35
Cpar_16679Contig11180	35
Vcar_XP_002954435	35
Sarc_SARC_05171	35
Crei_XP_001694205	35
Gpro_135736	35
Bnat_66820	35
Cfra_1843T1	35
Cint_ENSCINP00000006865	35
Ehux_227470	35
Smoe_XP_002967367	35
Ptri_XP_002177555	35
Acas_g11782	35
Sros_PTSG_01368	36
Fgra_FGSG_13489	36
Crei_XP_001703371	36
Cang_156814	36
Spom_NP_594072_1	36
Vcar_XP_002951655	36
Spur_XP_787519	36
Scil_68011	36
Rory_11187	36
Ocar_g5802_t1	36
Aque_XP_003382977	36
Amac_13919	36
Ncra_8714NCU09827	36
Mcir_Mucci2_106194	36
Cint_ENSCINP00000020186	36
Hsap_ENSP00000219315	36
Rirr_156604	36
Mbre_XP_001748684	36
Umar_246787	36
Otau_XP_003079418	36
Umay_XP_759768	36
Nvec_XP_001629819	36
Mpus_Micpu197287	36
Lgig_217400	36
Cgig_10004098	36
Skow_XP_002731242	36
Cneo_XP_567975	36
Ccin_CC1G_03233	36
Ctel_151537	36
Mver_06965	36
Scer_SCRT_00269	36
Scil_42146	37
Scil_44857	37
Pfal_Q8I5R3_Q8I5R3	37
Aano_F0YC01	37
Pyez_16402_g3986	37
Atha_AT3G07670	38
Otau_XP_003081307	38
Ptri_XP_002185762	38
Pyez_44569_g9912	38
Mver_07617	38
Ccri_T00006620001	38
Tpse_XP_002286075	38
Esil_CBJ29688	38
Mgut_mgv1a004696m	38
Bdis_3g56450	38
Smoe_XP_002963244	38
Ppat_XP_001754252	38
Sbic_04g029430	38
Aano_F0XXC3	38
Cmer_CMN207C	38
Acoe_001_00751	38
Smoe_XP_002974548	38
Mpus_Micpu122950	38
Tthe_XP_001014276	39
Mcir_Mucci2_83879	39
Ihof_2778	39
Pisp_13055	39
Spun_SPPG_02658	39
Apar_comp19285_c0_seq1_fr5	39
Sarc_SARC_03282	39
Ddis_XP_642738	39
Rfil_12413_15cf1	39
Cfra_2215T1	39
Acas_g9840	39
Pbla_Phybl2_146259	39
Tpse_XP_002292460	39
Sarc_SARC_00017	39
Mver_07756	39
Bsal_BS08375	39
Tpse_XP_002292313	39
Crev_80574	40
Mcir_Mucci2_112353	40
Sagg_38208	40
Acas_g4318	40
Ppal_EFA82935_1	40
Tcru_XP_820332	40
Sarc_SARC_14637	40
Tcru_XP_805685	40
Pisp_16258	40
Mver_04558	40
Spom_NP_596514_1	40
Rory_4950	40
Cfra_1743T1	40
Pmar_XP_002773875	40
Apar_comp14767_c0_seq1_fr6	40
Rirr_5517	40
Umar_222446	40
Tcru_XP_819867	40
Ddis_XP_636699	40
Pbla_Phybl2_189332	40
Mpus_Micpu156466	40
Ccin_CC1G_04780	40
Cneo_XP_569679	40
Mpus_Micpu68459	41
Nspp_4954_fr6	41
Ehux_209727	41
Esil_CBJ33295	41
Esil_CBJ30962	41
Amac_15442	41
Amac_06513	41
Esil_CBN75284	41
Cvar_EFN59137	41
Aano_F0YNW7	41
Ehux_465073	41
Otau_XP_003084058	41
Mver_05042	41
Methanoregula_formicicum_505097517_3	41
Otau_XP_003084059	41
Crei_XP_001691756	41
Ehux_219861	41
Pisp_6827	41
Ehux_465838	41
Ehux_210292	41
Esil_CBJ28193	41
Ehux_204488	41
Tpse_XP_002291638	41
Ehux_99042	41
Ehux_97090	41
Ehux_104217	41
Ehux_213142	41
Cang_120509	41
Umar_257427	42
Spun_SPPG_04849	42
Lmaj_XP_001683417	42
Pbla_Phybl2_182546	42
Tgon_XP_002365375	42
Esil_CBN74163	42
Tcru_XP_807159	42
Ehux_449623	42
Clim_g4632	42
Pfal_Q8IDE8_Q8IDE8	42
Ccin_CC1G_07286	42
Pmar_XP_002780642	42
Mvib_comp11698_c0_seq1_fr6	42
Acas_g4479	42
Rory_3197	42
Sros_PTSG_06889	42
Crev_44617	42
Mbre_XP_001746892	42
Ngad_06548	42
Gpro_156978	42
Cvar_EFN52201	42
Otau_XP_003078978	42
Tcru_XP_808430	42
Ddis_XP_002649106	42
Pmar_XP_002771602	42
Ddis_XP_646203	42
Cang_345912	42
Acas_g7538	42
Cele_C07A9_7a	42
Mcir_Mucci2_106522	42
Nspp_9529_fr1	42
Bden_Batde5_90401	42
Cele_C49F5_2	43
Ptet_A0D2C2_A0D2C2	43
Crei_XP_001691757	43
Cele_C41G7_4	43
Cele_W01C8_3	43
Apar_comp21086_c0_seq1_fr6	43
Ihof_8812	43
Spun_SPPG_07674	43
Cele_Y24D9A_2	43
Vcar_XP_002949759	43
Cele_K12H6_11	43
Spun_SPPG_02720	43
Tvag_XP_001320364	43
Cpar_157Contig10195	43
Tvag_XP_001580691	43
Ptet_A0D472_A0D472	43
Ptet_A0CDR5_A0CDR5	43
Cele_R11E3_4	43
Otau_XP_003083373	44
Ptri_XP_002180933	44
Tcru_XP_813687	44
Tpse_XP_002288187	44
Tcru_XP_819325	44
Tpse_XP_002294686	44
Rfil_3716423_1s	44
Ptri_XP_002179500	44
Ptri_XP_002178236	44
Ptri_XP_002178582	44
Ptri_XP_002176608	44
Tpse_XP_002286409	44
Tpse_XP_002290162	44
Aano_F0Y9B5	44
Tthe_XP_001022867	44
Tpse_XP_002296236	44
Ptri_XP_002176598	44
Tpse_XP_002295860	44
Rfil_3793145_3s	44
Ncra_5372NCU06119	45
Smoe_XP_002986562	45
Ihof_8075	45
Ccin_CC1G_12392	45
Apar_comp22500_c2_seq1_fr6	45
Rory_15688	45
Gpro_56876	45
Umar_238155	45
Mpus_Micpu54214	45
Ocar_g6960_t1	45
Scil_15884	45
Dmel_FBpp0070062	45
Mcir_Mucci2_146498	45
Cang_120080	45
Crei_XP_001693744	45
Glam_XP_001708058	46
Cgig_10001890	46
Tgon_XP_002366334	46
Bnat_37368	46
Cpar_29058Contig6840	46
Ppat_XP_001756249	46
Pinf_XP_002895674	46
Pfal_C6KTD2_HKNMT	46
Ppat_XP_001766471	46
Tvag_XP_001584257	46
Bdis_4g37627	46
Ccor_69947	46
Acoe_016_00095	46
Sbic_02g032470	46
Pinf_XP_002905874	46
Ppat_XP_001758752	46
Apar_comp4722_c0_seq1_fr4	47
Acas_g4900	47
Cang_63048	47
Aano_F0Y597	47
Rfil_3803193_1s1f1	47
Ehux_434670	47
Ehux_367482	47
Cang_123406	47
Amac_06340	47
Cele_W01C8_4b	47
Ihof_7581	48
Vcar_XP_002958423	48
Cpar_18258Contig14362	48
Acas_g14733	49
Acas_g11639	49
Otau_XP_003078319	49
Bnat_87612	49
Mpus_Micpu55322	49
Gthe_104681	49
Bnat_134142	49
Spur_XP_003724176	50
Mlei_ML015714a	50
Lgig_215812	50
Skow_XP_002736118	50
Cgig_10022561	50
Scil_6054	50
Tadh_XP_002117983	50
Gpro_66054	50
Adig_1072v119182	50
Hsap_ENSP00000347325	50
Nspp_18097_fr5	50
Cele_T12D8_1	50
Clim_g3288	50
Hmag_XP_002169286	50
Cowc_CAOG_01362	50
Cint_ENSCINP00000003156	50
Spur_XP_003724175	50
Nvec_XP_001629652	50
Dmel_FBpp0070347	50
Spur_XP_795757	50
Ccri_T00005548001	50
Bdis_3g13430	50
Hsap_ENSP00000301067	50
Ctel_153177	50
Mlei_ML22756a	51
Sbic_01g010740	51
Acoe_082_00002	51
Mpus_Micpu58542	51
Ehux_454711	51
Mlei_ML16213a	51
Mlei_ML05941a	51
Mgut_mgv1a007180m	51
Crei_XP_001693810	51
Mlei_ML13116a	51
Vcar_XP_002948967	51
Bdis_1g11010	51
Tpse_XP_002290198	51
Mgut_mgv1a005471m	51
Ptri_XP_002182999	51
Smoe_XP_002981276	51
Atha_AT2G17900	51
Ppat_XP_001778213	51
Mgut_mgv1a006005m	51
Mlei_ML205611a	51
Smoe_XP_002969663	51
Vcar_XP_002948876	51
Pyez_37940_g8901	52
Aque_XP_003384664	52
Bnat_72270	52
Cfra_0207T1	52
Ngad_00540	52
Ngad_05847	52
Ccri_T00007124001	52
Otau_XP_003082786	52
Ppal_EFA81031_1	52
Tpse_XP_002294263	52
Pinf_XP_002999311	52
Ddis_XP_647576	52
Mpus_Micpu155764	52
Sarc_SARC_06292	52
Rall_1732	52
Ptet_A0DC90_A0DC90	53
Bnat_47055	53
Aano_F0YNA7	53
Acas_g7267	53
Fgra_FGSG_08862	53
Bnat_51539	53
Ptri_XP_002183467	53
Tthe_XP_001021989	53
Aker_60871	53
Bnat_87809	53
Bnat_91120	53
Ngad_00769	53
Ptet_A0D0I4_A0D0I4	53
Rfil_51688_4s1f1	53
Tpse_XP_002295030	53
Tthe_XP_001008992	53
Gthe_147375	53
Ncra_1923NCU02158	53
Rfil_24771_5c	53
Tthe_XP_001009518	53
Ptet_A0DHF9_A0DHF9	53
Crei_XP_001694672	54
Vcar_XP_002952617	54
Ptri_XP_002186360	54
Tthe_XP_001007909	55
Ptet_A0DQ87_A0DQ87	55
Gthe_56155	55
Tgon_XP_002365011	55
Ptet_A0BJ67_A0BJ67	55
Bnat_146525	55
Ehux_210156	55
Ehux_118705	55
Ehux_470404	55
Ptet_A0DZ39_A0DZ39	55
Aker_28962	55
Vcar_XP_002952189	56
Cpar_22282Contig37429	56
Tcru_XP_817814	56
Otau_XP_003083454	56
Smoe_XP_002964620	56
Mpus_Micpu186708	56
Cvar_EFN51670	56
Acoe_091_00078	56
Esil_CBJ26036	56
Vcar_XP_002955706	56
Crei_XP_001696458	56
Ptri_XP_002181881	56
Ppat_XP_001759585	56
Smoe_XP_002989522	56
Cvar_EFN53459	56
Pinf_XP_002908955	56
Atha_AT1G24610	56
Sbic_04g028760	56
Bnat_77373	56
Bnat_70745	56
Crei_XP_001703025	56
Mgut_mgv1a005562m	56
Crei_XP_001698255	56
Tcru_XP_809677	56
Nspp_5247_fr1	57
Aker_60563	57
Tgon_XP_002367068	57
Esil_CBJ31821	57
Cowc_CAOG_08663	57
Ehux_116679	57
Nspp_5246_fr2	57
Smoe_XP_002993931	57
Ehux_215475	57
Smoe_XP_002962575	57
Ehux_107247	58
Gthe_121141	58
Ehux_242820	58
Crei_XP_001692007	58
Cele_Y71H2AM_8	58
Tpse_XP_002296687	59
Ngru_XP_002681273	59
Rirr_345750	59
Crei_XP_001703683	59
Gthe_148776	59
Rory_16826	60
Lgig_160845	60
Pbla_Phybl2_98969	60
Acas_g3116	60
Lgig_232186	60
Cgig_10010761	60
Cgig_10010760	60
Mcir_Mucci2_142882	60
Mver_07358	60
Umar_191570	60
Gpro_40672	61
Ocar_g6160_t1	61
Lgig_118649	61
Ihof_9696	61
Bnat_89596	61
Hsap_ENSP00000327436	61
Gthe_112741	61
Ppal_EFA76078_1	61
Bden_Batde5_86177	61
Mbre_XP_001745126	61
Ctel_181634	61
Bnat_69062	61
Cint_ENSCINP00000009807	61
Cfra_1641T1	61
Spur_XP_798530	61
Cowc_CAOG_03170	61
Apar_comp23864_c1_seq1_fr6	61
Ddis_XP_646263	61
Scil_45327	61
Nvec_XP_001633261	61
Mbre_XP_001747639	62
Ttra_AMSG_04237	62
Gthe_114060	62
Ihof_871	62
Apar_comp18566_c0_seq1_fr6	62
Sbic_03g041640	63
Acoe_014_00106	63
Falb_H696_00372T0	63
Mgut_mgv1a005032m	63
Aker_99331	63
Otau_XP_003083827	63
Bden_Batde5_87914	63
Scer_SCRT_02936	63
Smoe_XP_002986909	63
Cneo_XP_568860	63
Umar_261166	63
Atha_AT3G56570	63
Bdis_2g56792	63
Ccor_17587	63
Bnat_79704	63
Cvar_EFN55406	63
Cfra_3222T1	63
Mcir_Mucci2_108485	63
Ppal_EFA82146_1	63
Mpus_Micpu39853	63
Smoe_XP_002977945	63
Pisp_1176	63
Bsal_BS15675	64
Cpar_6433Contig37665	64
Dmel_FBpp0086127	64
Nspp_11131_fr3	64
Bsal_BS66035	64
Rory_14281	64
Gthe_115058	64
Bsal_BS38710	64
Dmel_FBpp0074807	64
Sarc_SARC_10794	64
Bsal_BS38715	64
Cvar_EFN58197	65
Cpar_7249Contig38650	65
Bsal_BS15900	65
Bnat_142128	65
Ptri_XP_002183265	65
Nspp_17674_fr6	65
Vcar_XP_002947838	65
Mgut_mgv1a004719m	66
Sbic_04g025725	66
Bdis_3g36790	66
Atha_AT4G30860	66
Ptri_XP_002177534	66
Sbic_07g021810	66
Pfal_Q8IBB0_Q8IBB0	66
Bdis_3g48497	66
Acoe_016_00362	66
Tpse_XP_002287611	67
Tpse_XP_002294128	67
Tpse_XP_002293273	67
Otau_XP_003074252	67
Tpse_XP_002294102	67
Cowc_CAOG_04380	67
Pmar_XP_002787788	67
Otau_XP_003078489	67
Rfil_3735841_7s	67
Aano_F0YHL9	67
Tpse_XP_002292274	67
Aker_100229	67
Bnat_134149	67
Mpus_Micpu146864	67
Cvar_EFN53212	67
Pmar_XP_002786443	67
Aano_F0YKM1	67
Sros_PTSG_04969	67
Cowc_CAOG_05400	67
Bnat_72013	67
Bnat_90881	68
Smoe_XP_002993188	68
Ppat_XP_001754113	68
Smoe_XP_002965462	68
Otau_XP_003082564	68
Sarc_SARC_00311	68
Pinf_XP_002907066	69
Pyez_31104_g7601	69
Ccri_T00003237001	69
Fgra_FGSG_00899	69
Ngru_XP_002678629	69
Ncra_6617NCU07496	69
Tvag_XP_001581581	69
Tgon_XP_002371500	69
Cfra_7962T1	70
Nvec_XP_001635826	70
Cint_ENSCINP00000025949	70
Sarc_SARC_00855	70
Nspp_14576_fr3	70
Rall_5258	70
Spur_XP_783359	70
Aque_XP_003387717	70
Scil_58119	70
Hsap_ENSP00000386759	70
Ctel_160470	70
Adig_10964v107744	70
Spun_SPPG_06324	70
Mbre_XP_001747356	70
Tadh_XP_002110866	70
Mvib_comp16013_c3_seq1_fr4	70
Sros_PTSG_08872	70
Mlei_ML09663a	70
Lgig_227153	70
Cgig_10007074	70
Cpar_14930Contig8823	70
Spur_XP_003725626	70
Skow_XP_002733567	70
Hmag_XP_002169363	70
Smoe_XP_002994441	71
Sbic_07g005020	71
Smoe_XP_002992504	71
Aker_53819	71
Ptri_XP_002178826	71
Crei_XP_001701098	71
Otau_XP_003081944	71
Sagg_62231	71
Acoe_005_00399	71
Sarc_SARC_11016	71
Mpus_Micpu52469	71
Aker_99154	71
Mgut_mgv1a000031m	71
Rfil_121409_1c	71
Otau_XP_003080081	71
Rfil_109858_1c	71
Rfil_32637_1c	71
Mpus_Micpu51562	71
Clim_g6588	71
Ihof_9191	71
Apar_comp18887_c1_seq1_fr4	71
Ppat_XP_001770247	71
Tthe_XP_001024864	71
Tthe_XP_001032856	71
Smoe_XP_002990183	71
Cfra_5212T1	71
Atha_AT4G15180	71
Vcar_XP_002951499	71
Ptet_A0C497_A0C497	71
Bdis_3g15410	71
Esil_CBN77807	71
Ppat_XP_001781749	71
Ptet_A0DNF5_A0DNF5	71
Mpus_Micpu51358	71
Tpse_XP_002290717	71
Gthe_109934	72
Mpus_Micpu59996	72
Cpar_15254Contig9229	72
Sros_PTSG_06018	72
Gthe_134587	73
Smoe_XP_002983944	73
Sbic_02g024510	73
Acoe_002_00689	73
Smoe_XP_002960727	73
Bdis_4g30040	73
Mgut_mgv1a005377m	73
Ppat_XP_001785817	73
Atha_AT1G14030	73
Atha_AT3G21820	74
Dmel_FBpp0083507	74
Cgig_10009476	74
Acoe_005_00445	74
Nspp_10626_fr4	74
Nspp_10624_fr6	74
Scil_51718	74
Amac_04063	74
Sbic_06g029440	74
Amac_01567	74
Spur_XP_784346	74
Cang_44709	74
Lgig_231752	74
Ppat_XP_001759368	74
Mpus_Micpu20125	74
Nspp_10623_fr6	74
Hmag_XP_002160911	74
Skow_XP_002735533	74
Smoe_XP_002978099	74
Mgut_mgv1a005946m	74
Sros_PTSG_08216	74
Acas_g1616	74
Cvar_EFN50876	74
Tadh_XP_002114620	74
Adig_9231v106136	74
Hsap_ENSP00000374152	74
Ihof_6005	74
Bdis_5g22730	74
Nspp_10625_fr4	74
Bsal_BS55355	74
Ctel_159764	74
Cowc_CAOG_07464	74
Otau_XP_003083145	74
Smoe_XP_002966643	74
Nvec_XP_001627062	74
Rory_11014	75
Gpro_86511	75
Amac_02693	75
Amac_06329	75
Rirr_178744	75
Mcir_Mucci2_40608	75
Acas_g5506	75
Mver_08333	75
Esil_CBN74814	75
Bden_Batde5_91931	75
Umar_249280	75
Mver_03682	75
Ngad_05385	75
Pbla_Phybl2_136385	75
Aano_F0Y5D0	75
Tpse_XP_002286796	76
Gthe_138732	76
Esil_CBN75653	76
Esil_CBN80336	76
Pfal_Q8I352_Q8I352	77
Apar_comp13703_c0_seq1_fr5	77
Ccri_T00000804001	78
Ptri_XP_002183255	78
Crei_XP_001695318	78
Tpse_XP_002287224	78
Aano_F0YPS7	79
Pinf_XP_002909073	79
Pinf_XP_002908175	79
Apar_comp11096_c0_seq1_fr5	79
Aano_F0Y9T9	79
Aano_F0YC71	79
Glam_XP_001707053	79
Rfil_3716155_1s1f1	80
Bnat_32408	80
Ppal_EFA81042_1	81
Spur_XP_781331	81
Spur_XP_001181205	81
Skow_XP_002733823	81
Ctel_197951	81
Lgig_169490	81
Hsap_ENSP00000304360	81
Ddis_XP_638717	81
Hmag_XP_002160254	81
Ddis_XP_629223	81
Ocar_g9404_t1	81
Mlei_ML368810a	81
Dmel_FBpp0087625	81
Cpar_27811Contig55046	81
Cowc_CAOG_04094	81
Acas_g2212	81
Pinf_XP_002901357	82
Ppat_XP_001772391	82
Mlei_ML003211a	82
Ehux_204100	82
Ncra_7768NCU08790	82
Vcar_XP_002956564	82
Mpus_Micpu155043	82
Bsal_BS83695	82
Ddis_XP_647409	82
Cfra_3630T1	82
Bnat_131745	82
Lmaj_XP_001683692	82
Mbre_XP_001749562	82
Tgon_XP_002371618	82
Gthe_104225	82
Acas_g9771	82
Bnat_135991	82
Mvib_comp8761_c1_seq1_fr5	82
Nspp_5347_fr6	82
Ptri_XP_002179146	82
Tgon_XP_002368273	82
Sros_PTSG_01403	82
Pinf_XP_002903302	83
Cfra_6692T1	83
Tpse_XP_002287806	83
Atha_AT1G77300	83
Fgra_FGSG_05558	83
Spom_NP_594980_1	83
Tcru_XP_814551	83
Scil_28186	83
Ptri_XP_002176717	83
Scil_16325	83
Ncra_243NCU00269	83
Scer_SCRT_03509	83
Sarc_SARC_05941	83
Cneo_XP_572085	83
Ppat_XP_001774900	83
Ppat_XP_001757655	83
Sbic_04g022620	83
Ccin_CC1G_09124	83
Pinf_XP_002900479	83
Pfal_Q8IE95_Q8IE95	83
Pinf_XP_002906394	83
Pinf_XP_002997080	83
Pinf_XP_002903975	83
Bdis_3g45727	83
Tmel_XP_002838740	83
Smoe_XP_002982470	83
Ihof_10001	83
Gthe_47131	83
Gthe_69157	83
Ngru_XP_002675415	83
Umay_XP_758647	83
Bnat_87411	83
Umar_235646	84
Tcru_XP_819846	84
Bsal_BS14130	84
Mcir_Mucci2_187976	84
Lmaj_XP_001687015	84
Bnat_135435	84
Cowc_CAOG_02820	84
Tpse_XP_002295747	84
Cvar_EFN50775	85
Gthe_116344	85
Cvar_EFN56803	85
Aano_F0YJ55	85
Cang_50545	86
Cang_73015	86
Ppal_EFA80942_1	86
Acas_g5076	86
Ehis_175_m00101	86
Ehis_32_m00242	86
Ehis_293_m00061	86
Ddis_XP_629629	86
Rall_1996	86
Tcru_XP_802331	86
Gthe_143201	87
Pmar_XP_002765240	87
Ncra_8877NCU10039	87
Rfil_98732_6cf1	87
Ptri_XP_002178104	87
Pinf_XP_002908311	87
Tmel_XP_002841392	87
Ptet_A0CG77_A0CG77	88
Amac_02309	88
Ptet_A0CEH6_A0CEH6	88
Ptet_A0BS83_A0BS83	88
Ehux_104231	88
Ptet_A0D167_A0D167	88
Ccin_CC1G_14673	88
Ptet_A0D226_A0D226	88
Ehux_108977	88
Bnat_69405	88
Tpse_XP_002293161	88
Ptet_A0D4G4_A0D4G4	88
Ngru_XP_002671048	89
Bsal_BS47385	89
Lmaj_XP_001680872	89
Cvar_EFN56428	89
Ttra_AMSG_10069	89
Ccor_74124	89
Tcru_XP_819619	89
Tcru_XP_811365	89
Esil_CBJ30557	90
Acas_g14290	90
Bsal_BS31705	90
Tcru_XP_815053	90
Spom_NP_588349_1	90
Cele_Y92H12BR_6	90
Ngru_XP_002671481	90
Scil_54307	90
Tcru_XP_805712	90
Mpus_Micpu58974	91
Vcar_XP_002950612	91
Aano_F0YD82	91
Sarc_SARC_05902	91
Crev_10775	92
Ctel_140019	92
Hsap_ENSP00000329189	92
Spur_XP_001201449	92
Rirr_97053	92
Pbla_Phybl2_161758	92
Cvar_EFN55457	92
Apar_comp69060_c0_seq1_fr5	92
Rall_5223	92
Nspp_14963_fr5	92
Scil_69782	92
Hmag_XP_002160713	92
Lgig_210687	92
Gthe_106158	92
Rory_10421	92
Mvib_comp9388_c0_seq1_fr4	92
Bden_Batde5_23340	92
Pinf_XP_002997928	92
Ccor_86723	92
Umar_225992	92
Tmel_XP_002838074	92
Mcir_Mucci2_183066	92
Ihof_3025	92
Skow_XP_002737626	92
Cang_64968	92
Amac_05234	92
Cint_ENSCINP00000020275	92
Mver_10454	92
Nvec_XP_001625323	92
Hsap_ENSP00000313983	93
Hsap_ENSP00000372347	93
Cgig_10013318	93
Skow_XP_002731935	93
Cint_ENSCINP00000025831	93
Hsap_ENSP00000395929	93
Lgig_192045	93
Nvec_XP_001635219	93
Spur_XP_785219	93
Tadh_XP_002116791	93
Hmag_XP_002164851	93
Mlei_ML033625a	93
Ctel_93578	93
Lgig_123404	93
Ptri_XP_002178424	94
Ddis_XP_647084	94
Mgut_mgv1a005857m	94
Smoe_XP_002966891	94
Smoe_XP_002960831	94
Smoe_XP_002961120	94
Smoe_XP_002967739	94
Ptri_XP_002180352	94
Smoe_XP_002988920	94
Gthe_73393	94
Bnat_137864	94
Ptri_XP_002182379	94
Aano_F0YBY0	94
Esil_CBJ33334	94
Atha_AT3G55080	94
Smoe_XP_002960159	94
Ppat_XP_001774257	94
Smoe_XP_002960832	94
Bnat_136247	94
Smoe_XP_002989713	94
Acoe_027_00195	94
Tpse_XP_002289165	94
Smoe_XP_002983976	94
Pmar_XP_002769782	94
Bden_Batde5_27333	94
Smoe_XP_002974908	94
Ppat_XP_001783777	94
Smoe_XP_002983839	94
Pmar_XP_002782260	94
Smoe_XP_002992361	94
Smoe_XP_002991767	94
Smoe_XP_002960830	94
Gpro_130154	94
Ppal_EFA81400_1	94
Aano_F0XYZ4	95
Ehux_235309	95
Esil_CBN78619	95
Aano_F0XZE1	95
Aker_62099	95
Glam_XP_001705534	95
Ehux_211778	95
Atha_AT5G17240	96
Pmar_XP_002775574	96
Aker_50153	96
Smoe_XP_002991656	96
Bdis_1g28267	96
Ppat_XP_001763237	96
Ccri_T00006890001	96
Mpus_Micpu60905	96
Gthe_109909	96
Acoe_002_01366	96
Ppal_EFA82762_1	96
Sbic_02g032970	96
Vcar_XP_002948672	96
Smoe_XP_002991099	96
Ddis_XP_637036	96
Crei_XP_001696150	96
Pmar_XP_002786654	97
Cgig_10012735	97
Ctel_118237	97
Ctel_90747	97
Candidatus_Micrarchaeum_acidiphilum_	97
Skow_XP_002740933	97
Adig_6000v123107	97
Hmag_XP_002159692	97
Lgig_143433	97
Apar_comp22796_c1_seq1_fr5	98
Pmar_XP_002778246	98
Ihof_7302	98
Cfra_1710T1	98
Pmar_XP_002770949	98
Ccor_56944	99
Cpar_713Contig10998	99
Rfil_3729028_5s1f1	99
Pbla_Phybl2_171920	99
Mver_03357	99
